age,monthly_income,loan_amount,credit_score,employment_years,existing_loans,default
30,84159,1012426,693,3.9,2,0
54,34631,167504,616,2.3,1,0
39,37246,1331826,750,2.1,1,0
29,78848,131912,616,3.1,1,0
19,57029,234924,708,9.5,1,0
54,28460,208085,702,0.6,1,0
24,107358,1331140,813,3.7,0,0
43,17693,298697,773,1.1,2,0
43,78477,174511,637,1.2,2,0
41,22945,631699,578,1.5,1,1
29,151975,750837,747,3.1,2,0
33,19404,754664,627,3.4,1,1
40,97865,356086,653,10.3,0,0
57,46677,542328,595,11.1,1,0
26,39341,262974,734,4.4,2,0
49,54788,1689327,628,1.7,0,0
32,71620,1105009,677,8.5,1,0
54,28491,1052170,678,7.9,6,1
30,30047,835088,694,8.0,1,0
22,72385,670505,732,0.1,3,0
28,17598,163490,660,7.0,1,0
27,34525,734276,620,9.6,3,1
69,303887,484761,531,4.6,1,1
30,27424,1215530,688,7.0,1,0
58,97604,844023,667,7.5,1,0
63,34490,687147,623,3.5,0,1
67,66531,114992,685,8.4,2,0
32,72592,412008,748,7.9,0,0
59,96507,283137,768,12.4,0,0
24,43470,541388,557,12.7,5,1
57,161672,317286,651,3.8,2,0
45,34420,354776,756,0.2,0,0
49,56417,638723,807,0.1,0,0
52,56792,313103,614,14.0,1,0
32,25004,487610,790,2.1,4,0
65,41294,131198,571,2.4,1,0
53,54009,227312,771,3.2,1,0
38,37825,747758,657,1.5,1,0
23,212045,165354,805,4.5,2,0
18,29638,1198498,642,7.7,0,1
21,99474,964648,655,1.5,0,0
28,81950,356973,669,6.8,1,0
61,48614,4871864,557,5.6,4,1
43,29169,1195987,539,3.7,4,1
54,30916,207021,720,2.0,2,0
40,35926,803666,759,10.3,1,0
46,16790,466349,728,2.6,0,0
38,26847,237668,579,2.3,4,1
65,20141,187976,718,5.1,2,0
62,109921,980594,600,12.6,3,0
62,71045,274208,712,3.5,2,0
66,78557,407786,770,6.4,2,0
44,69793,211753,709,3.1,1,0
56,54186,243159,797,1.2,3,0
57,117760,399694,668,0.7,0,0
30,33980,603526,662,0.7,1,0
40,52260,55787,685,0.1,3,0
33,76744,448442,572,4.0,2,1
47,22187,243556,647,0.7,0,0
21,314252,1358497,654,10.0,2,0
57,49868,4658490,657,20.3,4,1
33,53380,331895,701,3.4,1,0
48,104206,111548,561,3.0,0,0
59,84878,485775,588,2.1,1,1
42,50153,375365,770,5.1,2,0
61,53001,2141635,519,4.7,4,1
29,19880,1678265,729,2.1,1,1
43,35105,884077,650,2.1,1,0
54,66857,276687,692,5.2,0,0
65,63980,760866,804,4.0,4,0
50,101997,546891,669,6.3,0,0
45,45601,536627,730,14.2,0,0
26,21324,127187,684,7.6,1,0
29,92414,1034507,671,1.8,1,0
22,116035,482263,661,7.1,3,0
69,84031,408124,736,3.0,2,0
45,44436,273723,621,7.5,2,0
52,91732,234475,589,10.9,1,0
22,383596,570236,685,1.4,0,0
51,52527,109170,695,1.4,2,0
63,22313,832009,534,2.8,2,1
51,34483,190368,679,0.3,4,0
30,71345,85225,581,5.8,1,0
56,18715,1900288,730,6.9,1,1
59,54265,222688,535,2.1,0,0
62,61586,248270,834,3.1,5,0
65,123139,1096496,652,4.5,1,0
31,107593,1950399,610,0.4,2,0
28,82351,129780,657,6.2,1,0
59,15000,205883,724,3.7,1,0
55,85189,218350,751,4.9,1,0
21,74854,934569,658,6.4,3,0
50,57157,1641803,564,5.6,0,1
24,17359,186427,583,0.5,2,1
58,30758,1372022,702,7.6,1,1
25,24340,250890,758,4.7,2,0
54,15000,578907,769,6.3,1,0
68,48935,159985,693,1.5,3,0
27,30372,401296,757,1.3,3,0
60,236850,404784,832,8.7,0,0
32,44299,343819,775,2.5,3,0
55,106537,601978,753,4.3,1,0
32,19120,197674,615,4.0,0,0
22,35665,218168,757,4.4,0,0
46,51955,628001,716,0.4,2,0
36,28427,1294491,732,1.8,3,0
68,38050,434412,780,0.3,0,0
27,43011,661944,708,3.3,1,0
29,42601,811357,671,11.6,2,0
21,149204,859756,594,2.5,1,0
48,61508,206319,656,7.6,1,0
35,65362,237611,697,1.7,0,0
33,67764,254725,702,9.7,1,0
57,70797,2069685,699,2.7,3,0
53,46642,664343,756,2.2,2,0
42,40439,640915,749,6.0,1,0
40,54181,593023,675,3.6,4,0
29,98133,153793,612,2.1,0,0
51,96350,2085569,710,0.3,1,0
53,42436,649105,850,0.9,0,0
54,77707,789005,705,7.4,0,0
20,43619,107751,656,12.7,1,0
26,50027,825475,722,0.9,0,0
35,36897,332711,727,4.2,2,0
60,43959,153548,726,0.2,1,0
52,109622,206279,789,1.7,0,0
51,51815,160827,710,3.0,0,0
58,53165,158668,786,6.7,0,0
31,20571,464370,698,0.2,1,0
21,40719,324678,800,7.6,2,0
46,42413,577957,776,1.1,0,0
58,29807,1690915,753,7.1,1,1
62,49662,398872,743,4.9,0,0
67,37891,73430,850,2.1,2,0
32,51431,364555,766,6.4,3,0
45,52727,1149359,612,1.3,4,1
59,27626,413018,699,1.2,2,0
33,38591,1503737,658,0.3,1,1
29,51350,635618,845,2.5,3,0
69,99765,101659,780,0.5,2,0
22,57184,482948,842,2.7,0,0
51,32953,561070,619,0.0,1,1
59,62280,1049983,768,0.8,2,0
18,136561,1896857,570,13.5,1,0
56,84967,914543,552,7.9,1,1
49,68085,629312,648,1.3,1,0
43,75762,759906,800,6.3,1,0
34,116305,386773,600,5.5,2,0
65,93468,137268,678,1.0,0,0
44,68875,457346,775,2.3,2,0
41,93077,592574,747,12.2,3,0
52,25616,168901,850,6.7,1,0
63,19903,1278626,680,7.1,0,1
59,53866,988880,644,4.1,1,0
56,51083,147648,592,5.5,2,0
43,35371,1319371,650,3.6,0,0
66,80459,345707,591,6.8,1,0
55,16031,237329,536,6.6,4,1
40,35565,1049077,837,0.2,0,0
39,36644,424707,683,5.0,0,0
21,18365,2021495,850,5.0,1,1
66,120191,223616,612,0.3,1,0
26,21687,110710,645,2.6,2,0
21,34440,353503,617,11.5,5,0
24,84523,831825,628,15.3,2,0
40,72231,210720,749,7.6,2,0
19,25212,152652,725,0.8,0,0
66,73828,531331,750,2.3,0,0
41,58329,137180,787,1.0,1,0
57,198753,565436,768,5.3,1,0
48,62465,336886,599,7.4,2,0
64,45037,657087,638,10.8,3,0
48,29322,146230,689,9.9,2,0
64,31365,1249845,850,0.5,1,0
57,29867,382151,741,0.7,2,0
65,111598,814897,688,12.0,1,0
68,49552,953505,733,9.3,1,0
60,68813,175263,631,3.1,0,0
51,121606,896098,700,2.8,2,0
41,15000,141484,756,4.0,1,0
66,105590,147840,677,4.5,3,0
43,50677,2129077,619,1.5,0,1
33,63642,1076776,673,2.6,3,0
64,29820,2324304,654,4.8,2,1
30,31161,329005,571,1.2,1,0
32,65729,480192,634,33.8,4,0
44,204998,674605,568,1.7,1,1
21,89499,438117,581,4.0,1,1
33,104748,243553,588,4.0,0,0
47,43686,216021,756,3.0,1,0
61,34196,524966,799,1.4,1,0
47,30684,188435,557,4.2,1,0
53,36571,184261,806,0.5,2,0
20,15000,606134,589,2.4,2,1
39,31730,409983,739,1.3,1,0
66,35023,936369,700,0.7,1,0
39,44125,314919,730,13.0,2,0
67,53053,277894,586,6.0,0,0
67,60929,620848,535,0.9,0,1
66,48583,231047,615,14.9,1,0
29,34583,261319,714,1.2,2,0
38,15092,269746,836,1.3,1,0
21,34711,374084,597,0.7,2,1
48,27351,1826567,672,6.5,4,1
61,64837,147056,620,4.2,2,0
48,84590,1247193,678,0.3,0,0
40,86089,798291,525,0.1,2,1
37,77201,1549717,799,3.8,3,0
32,45246,5000000,681,5.3,2,1
40,35840,1390483,753,8.7,1,0
45,31311,927764,661,3.3,1,0
33,19840,154817,695,5.6,3,0
54,88886,171274,770,6.6,1,0
38,44142,590161,690,4.7,5,0
32,23206,113725,693,2.2,1,0
34,29854,723858,616,0.7,4,0
67,29138,80182,637,5.2,3,0
54,50302,1112128,598,7.3,1,1
30,93011,342025,620,1.1,1,0
36,39783,489567,780,3.4,1,0
47,15000,243117,824,2.5,1,0
62,43760,96875,580,1.2,2,0
35,44635,1187969,711,1.4,1,0
31,42832,1287948,654,1.4,8,1
53,33641,333971,791,2.7,2,0
53,55852,751287,690,2.5,2,0
37,51005,323607,679,4.0,3,0
69,48295,557262,620,0.5,2,0
36,62792,812045,557,4.4,0,1
62,37877,689738,740,0.1,3,0
61,36608,1293388,708,1.5,4,1
24,112204,670047,710,3.5,2,0
61,68570,452465,632,5.8,1,0
21,80512,240593,668,7.4,2,0
51,102299,301702,743,0.2,3,0
19,67209,845802,758,3.9,1,0
22,85565,133057,585,2.2,1,0
27,19003,1071581,629,5.9,0,1
49,55408,353304,568,1.7,1,1
59,43930,229834,696,6.8,2,0
58,134136,183692,750,4.6,0,0
30,85526,758800,657,7.8,3,0
56,33581,437261,626,20.8,3,0
22,61308,1576964,653,12.0,0,0
27,54209,161061,850,4.5,1,0
27,64382,278582,775,11.2,3,0
55,26600,410948,738,0.8,2,0
44,60840,242441,705,0.2,3,0
68,42749,444584,678,3.8,3,0
38,58073,571260,607,18.3,0,0
25,31741,651861,595,6.2,1,0
18,34508,1476129,634,1.8,3,1
45,99141,155939,603,5.5,3,0
66,26083,579666,631,0.2,2,1
56,27264,263667,671,3.2,2,0
31,47526,624065,677,1.4,1,0
38,30849,624724,630,0.3,0,0
47,28824,200880,719,1.4,0,0
38,52210,215147,664,6.4,1,0
66,19869,666179,697,4.0,3,1
26,26774,450775,620,0.1,1,1
34,168124,371128,735,2.6,1,0
22,64581,748921,637,7.0,1,1
48,31321,794425,808,15.5,1,0
69,63002,289611,662,10.4,0,0
57,68899,223766,672,0.0,0,0
55,89022,161210,727,1.2,1,0
60,45419,454413,744,1.2,1,0
36,88071,141700,753,2.7,0,0
53,15000,479041,822,5.2,4,0
67,26009,1171118,732,0.8,0,0
50,54085,333444,674,12.4,1,0
30,59741,288092,637,7.5,3,0
31,28365,2187512,669,2.7,4,1
50,57276,1480309,798,4.4,3,0
46,33714,239982,569,3.9,3,0
60,41515,494454,614,4.4,1,0
66,90659,575470,662,9.8,2,0
53,84572,520699,613,1.1,2,0
61,26950,1889341,647,5.8,0,1
27,25994,474389,824,0.6,4,0
48,38303,534874,656,3.1,5,1
23,48240,767527,712,5.1,1,0
18,33032,1146169,547,0.1,0,1
24,91526,936139,591,0.6,0,1
44,60381,680421,754,0.5,1,0
38,62545,127139,813,2.3,2,0
45,22927,299386,697,4.9,2,0
33,98752,852166,655,27.6,2,0
63,15000,540537,719,1.5,3,0
40,80856,856751,472,0.7,3,1
69,85869,2002151,698,2.7,3,0
37,37818,172547,596,0.8,1,0
55,105213,1099458,743,0.1,0,0
42,47199,339663,504,4.2,1,1
45,50891,934979,629,10.6,0,0
22,60097,428062,676,9.9,2,0
38,331686,2425634,619,0.5,3,0
35,109826,490936,649,0.8,0,0
64,74658,265027,752,3.4,2,0
23,28348,619024,678,2.3,2,0
46,53431,573294,605,6.1,2,0
36,30095,1099622,755,3.4,2,0
50,80279,633137,700,0.1,2,0
18,53331,3204452,703,1.7,2,1
62,24966,404690,608,11.6,2,0
20,51465,408523,476,3.6,3,1
59,29447,272908,607,8.0,0,0
38,53676,473797,599,2.6,1,0
52,29276,532238,630,5.6,2,0
58,49835,554026,612,0.9,3,0
57,76901,466843,689,6.7,0,0
20,47484,271615,750,7.7,1,0
42,38772,218527,766,0.5,2,0
62,55379,327702,746,1.0,1,0
55,74481,1102653,608,3.1,0,1
62,25227,1309871,684,5.1,2,1
37,57319,415994,805,5.1,1,0
69,108068,208299,553,5.5,1,0
61,69161,414596,787,6.3,1,0
62,50749,2358018,600,3.5,3,1
51,71958,983796,703,4.3,0,0
38,64311,687346,713,0.0,1,0
65,77046,955650,695,0.9,3,0
40,15000,1517315,850,3.5,0,1
23,19301,175906,655,6.8,4,0
68,89580,323310,548,8.3,1,0
30,19867,289822,708,6.5,2,0
66,62375,707640,666,3.3,0,0
40,39686,502870,724,1.7,1,0
26,26964,810210,750,2.9,2,0
34,60463,294929,677,0.0,2,0
19,55305,1325846,714,4.6,0,0
36,173894,418542,691,0.4,1,0
36,33695,771148,823,0.8,0,0
24,116316,1151211,650,4.9,0,0
59,60563,1079598,625,0.1,2,0
59,32971,590463,750,4.3,3,0
37,79185,852115,605,5.1,3,0
26,68833,1782145,711,7.8,1,1
34,50086,667223,666,0.4,1,0
44,57513,246787,671,0.0,1,0
64,34262,705343,850,7.3,1,0
19,29867,429413,778,1.7,0,0
53,77316,67615,761,10.9,0,0
36,42857,640240,722,1.0,0,0
34,46721,485687,624,4.4,3,0
22,57982,1115858,700,0.6,2,0
56,57478,242783,726,2.6,0,0
35,20793,132645,695,10.7,0,0
24,106059,506330,687,4.7,1,0
34,52717,599674,648,5.8,1,0
56,43408,476902,701,1.3,3,0
53,63481,449803,637,12.8,0,0
57,56496,188154,736,4.9,3,0
62,77671,395879,518,0.6,1,1
21,67696,334795,788,0.1,0,0
55,75410,1043579,575,0.1,4,1
42,110259,599265,594,0.3,2,0
22,83297,354194,712,12.1,2,0
47,44520,1756981,723,2.2,1,0
29,24990,356779,846,1.8,0,0
21,133342,691231,703,2.7,4,0
41,42504,387109,676,2.6,2,0
46,36906,1631355,695,1.4,4,0
26,17291,474249,807,0.5,2,0
21,60059,485595,850,0.6,1,0
68,53601,395578,665,4.6,0,0
41,19750,517730,723,2.5,2,0
31,64341,1155022,674,11.6,3,0
22,36354,870371,672,3.1,4,0
35,246271,452462,830,3.5,1,0
59,34835,1725556,605,13.2,0,1
36,37755,889476,493,3.5,2,1
29,29002,311593,705,3.5,3,0
35,105527,146637,776,2.3,4,0
34,39196,317422,697,6.2,1,0
47,31731,615800,720,2.5,1,0
41,74919,713373,740,4.4,3,0
28,21413,1312323,688,3.0,3,1
52,71329,184307,724,3.8,1,0
40,142748,311350,723,8.8,4,0
34,68869,172454,523,2.7,2,0
18,71878,151593,689,1.3,1,0
32,82622,267732,554,4.2,0,1
49,136738,593201,676,13.9,1,0
26,101309,820045,640,5.9,0,0
32,63818,207174,762,1.8,2,0
45,84316,231556,699,16.5,1,0
41,28808,106525,717,2.1,0,0
52,78102,525172,664,20.4,3,0
39,26813,246295,764,1.1,3,0
44,39331,1673495,552,39.8,1,1
36,15000,614059,608,0.4,2,1
62,62371,385710,782,6.2,2,0
29,33312,264900,645,6.7,2,0
37,95481,133821,508,5.7,2,1
18,61952,148108,796,7.5,2,0
38,96226,268951,766,3.2,3,0
66,25587,252932,736,0.3,4,0
62,91402,198920,687,2.2,1,0
18,173427,598197,812,5.1,0,0
27,77535,667578,780,5.2,3,0
64,78763,306537,803,1.1,2,0
49,54271,2080506,735,1.5,6,0
56,35781,109383,689,3.3,2,0
39,77397,463485,648,6.5,5,0
35,19857,371437,578,9.6,1,1
65,38152,284770,720,0.5,0,0
63,16938,253183,726,13.0,0,0
49,32138,439956,652,13.1,2,0
44,72058,369378,729,0.0,1,0
45,66385,323352,653,3.5,1,0
35,50541,156533,749,4.4,3,0
56,54297,121237,609,4.0,0,0
66,15811,351226,595,4.8,1,0
46,39201,320719,660,3.5,2,0
35,32571,377894,746,1.7,3,0
61,33009,405591,587,0.5,2,1
25,70245,291267,763,1.2,2,0
48,29251,373276,548,6.7,3,1
51,34104,223502,660,1.4,1,0
24,15000,1497273,566,8.9,1,1
53,41090,233329,471,2.6,0,1
35,25522,328803,709,2.7,1,0
55,51406,247946,665,10.1,0,0
26,27704,244637,568,1.2,0,1
26,52194,451221,638,1.1,2,0
63,44944,407669,715,21.1,1,0
25,133682,306334,650,3.9,1,0
68,66060,352645,664,1.1,0,0
52,16255,248736,648,0.9,3,0
35,22949,610101,633,9.9,2,0
22,50671,2290210,632,4.6,0,1
31,28059,219723,630,0.6,2,0
45,15000,606324,619,10.9,2,1
47,110164,458611,598,2.9,0,0
21,75518,755325,649,22.7,3,0
56,67009,772536,628,1.7,2,0
37,34050,521429,594,3.8,0,1
42,63361,428541,741,1.0,0,0
45,32124,312525,778,2.9,3,0
29,55432,239913,679,1.0,1,0
19,28216,409430,685,1.8,2,0
60,121755,158312,624,1.6,2,0
31,19107,275106,765,1.7,2,0
39,102679,1072478,819,17.5,1,0
48,50178,478690,666,0.2,3,0
40,36545,903590,638,3.4,3,1
65,54187,1433622,707,5.0,1,0
37,76115,383991,690,5.4,1,0
55,111307,522228,639,7.0,0,0
21,59153,347501,717,7.2,0,0
32,28726,230940,755,15.6,4,0
41,50684,206411,617,7.0,2,0
42,145812,868497,850,8.7,2,0
18,110040,522772,557,3.8,2,1
24,84563,1938223,611,5.4,1,1
48,79016,962839,698,3.3,2,0
29,74583,246478,850,1.6,0,0
59,98248,866548,634,1.9,1,0
22,37272,346604,594,2.2,3,1
61,21740,1171139,723,2.1,3,1
67,51092,299818,660,3.8,0,0
59,30014,190624,733,1.4,1,0
55,26029,234074,674,3.6,1,0
29,31819,243840,611,12.4,1,0
56,217768,225888,850,2.6,2,0
35,53192,279823,443,1.3,0,1
19,60909,877957,825,2.1,1,0
27,23542,1861392,754,10.5,0,1
32,16215,152641,620,14.2,1,0
47,29988,1215675,829,10.9,2,0
61,116182,301895,570,1.7,0,0
34,59907,584379,760,2.5,1,0
21,70203,117792,513,18.4,2,1
24,76354,672816,588,2.0,2,0
58,34378,88942,588,0.7,2,0
48,112733,568722,619,1.7,1,0
68,33534,543510,680,16.6,2,0
56,113975,515455,613,2.7,2,0
51,63919,245750,517,13.6,1,0
23,16757,686678,717,0.5,1,0
67,31294,604928,683,7.3,3,0
55,16798,374009,712,0.5,1,0
62,98515,757273,693,1.1,1,0
68,48298,409837,756,4.8,3,0
51,15000,675373,673,2.9,1,1
61,61417,400030,761,5.5,2,0
32,35514,526160,617,18.1,1,0
31,20124,700660,622,0.3,2,1
23,134158,321794,790,1.1,3,0
67,52280,164872,788,5.1,2,0
54,41107,551757,725,11.3,1,0
67,38574,1145684,608,8.0,0,1
49,19772,562035,602,3.1,2,1
20,22410,570640,786,6.8,0,0
20,105974,427734,781,1.2,2,0
39,36889,799142,674,0.1,1,0
39,49674,381265,850,4.2,1,0
27,15000,307700,716,8.4,1,0
68,22228,1071144,591,2.8,2,1
20,70677,289401,657,4.2,0,0
29,61489,901284,680,2.7,1,0
46,140368,1071691,686,3.6,0,0
65,109729,696242,780,10.8,2,0
34,42683,162854,603,3.3,2,0
24,65106,452129,573,0.0,0,0
30,40539,376397,728,8.0,0,0
19,168196,297509,639,4.8,1,0
21,97675,495935,850,6.6,3,0
27,54274,818611,755,11.6,1,0
56,55283,306556,637,1.7,1,0
41,116647,385730,777,3.5,3,0
34,69407,364817,738,4.6,1,0
69,124888,1122531,730,2.1,1,0
23,15000,360165,670,9.4,2,0
36,64649,164797,713,6.0,0,0
22,35980,125649,511,6.6,1,1
49,140621,591362,785,8.3,4,0
27,123975,240735,405,1.5,0,1
26,49996,755382,644,6.8,1,0
44,123177,152515,552,7.4,1,0
30,142895,287468,639,9.2,1,0
36,51258,152595,674,3.4,1,0
38,216027,626365,584,3.5,5,1
41,48107,743465,458,0.5,2,1
55,43100,580067,696,9.6,2,0
21,82415,185581,846,3.8,0,0
41,39645,243625,651,4.5,3,0
52,51596,533626,756,0.6,2,0
20,114194,114669,800,4.6,3,0
21,49589,364795,527,0.2,0,1
54,17729,1488864,643,12.8,0,1
57,61107,383093,577,10.0,1,0
65,32280,134479,615,1.1,0,0
52,82385,272140,816,4.5,0,0
48,74437,267118,697,4.6,3,0
61,118520,2451589,743,8.1,3,0
42,84501,1677043,676,7.1,1,0
57,94291,793928,583,25.0,2,0
30,32811,336226,734,2.2,2,0
21,79410,1156031,780,0.7,0,0
63,159702,178658,705,4.3,2,0
31,32429,1046812,719,7.2,1,0
30,144327,929478,581,1.7,0,1
44,35255,391963,736,1.3,0,0
23,29401,1100581,787,8.1,1,0
34,58554,309348,712,7.0,3,0
53,75323,160802,536,1.1,2,0
57,84715,967404,810,10.2,3,0
66,27527,413249,604,0.7,3,0
52,63622,715992,711,0.6,2,0
34,32489,1898755,756,2.2,0,0
58,20063,248251,766,10.9,3,0
19,28078,394469,535,5.9,2,1
30,31240,1553013,689,2.5,2,1
69,67034,755386,684,0.9,1,0
19,97863,252754,795,6.2,1,0
69,20253,206073,716,4.6,2,0
45,60547,289970,795,22.0,1,0
60,24196,245062,723,7.3,0,0
43,71499,534923,674,0.5,2,1
39,33737,471063,695,6.5,2,0
64,26087,553153,801,1.5,1,0
60,79205,225787,576,16.3,0,0
20,34470,418040,752,0.1,2,0
52,40555,85428,629,1.4,4,0
29,15000,496830,612,3.5,1,1
41,86502,1132969,761,0.4,0,0
22,80221,141520,609,2.1,1,0
37,49181,651311,710,3.4,1,0
56,19603,271356,640,3.0,4,0
56,101277,840709,491,3.1,2,1
30,32867,502282,718,10.6,0,0
58,37346,611556,690,3.5,3,0
62,196266,465961,527,14.2,0,0
29,32138,1280377,624,0.8,1,1
30,76521,584158,535,1.6,3,1
27,68682,251616,738,5.3,1,0
50,61951,478768,791,1.7,1,0
57,58058,329356,747,2.1,1,0
33,61441,503792,759,11.6,0,0
62,57708,316217,638,3.9,2,0
52,47517,257442,723,2.0,1,0
20,121390,518874,679,7.5,3,0
22,22301,462606,694,0.4,0,0
43,90479,1036297,756,4.1,2,0
28,80290,317437,774,0.5,0,0
24,74536,90700,648,1.0,0,0
27,95816,330678,567,0.3,2,0
59,46371,120433,665,11.6,3,0
69,15972,616946,662,0.2,1,1
51,46939,115946,702,3.6,2,0
20,27045,200647,746,1.3,2,0
25,31599,331085,526,2.4,1,1
48,23261,1521428,626,3.4,2,1
28,36812,187528,602,3.0,1,0
62,34270,446825,780,6.9,3,0
24,15000,703611,663,12.1,2,1
62,74617,1450252,638,1.8,0,0
19,185756,824255,723,0.1,2,0
23,70526,1061427,632,11.2,0,0
58,43401,883322,678,19.3,2,0
49,47436,168165,825,2.8,2,0
37,38078,589926,822,3.0,1,0
51,51741,872334,647,0.8,0,0
67,47944,205828,665,3.2,4,0
33,29595,278226,630,1.8,0,0
42,134555,232686,525,25.9,1,0
29,20084,820852,762,1.0,2,0
24,75432,418559,850,2.4,5,0
56,46132,342259,644,4.8,2,0
34,153353,158683,614,2.1,1,0
62,60145,419192,658,3.2,3,0
28,39500,280949,686,18.1,1,0
23,42250,537493,589,3.5,0,1
40,50208,177304,643,12.1,1,0
44,24694,510081,761,0.2,3,0
63,30942,311401,690,0.6,2,0
23,16798,162846,781,14.5,0,0
55,28175,152996,709,0.7,2,0
19,51862,172539,592,6.7,2,1
39,58694,375074,633,3.0,2,0
37,15000,487378,699,2.6,1,0
42,45146,549002,590,5.4,2,0
32,68737,565826,579,6.5,1,0
66,44455,241151,584,13.4,3,0
46,33514,1031703,721,1.5,1,0
25,38280,310587,650,6.0,0,0
54,35438,634200,774,2.1,0,0
66,33455,387967,608,6.3,3,0
69,54409,597492,483,0.8,3,0
50,195753,372703,669,3.1,5,0
39,31375,606165,811,1.0,2,0
67,40502,439805,682,2.1,1,0
64,47523,848370,570,6.3,0,1
22,32454,229820,550,1.3,2,0
56,94744,107375,775,5.8,4,0
35,15000,203071,615,3.4,1,0
55,35645,1040419,803,0.5,1,0
54,80096,390957,732,2.4,3,0
47,41090,476226,618,10.2,2,0
68,29956,190439,773,22.7,2,0
48,63860,466234,606,2.3,1,0
27,84440,195194,564,0.3,1,0
32,55624,219558,610,0.7,3,0
59,30311,320620,741,7.8,1,0
65,64454,631641,771,5.3,1,0
61,38513,687954,648,1.7,1,0
35,76658,703086,530,2.5,0,0
40,119366,124185,555,8.3,2,0
50,15000,440060,594,2.7,2,0
33,52398,377971,576,7.0,1,0
55,17301,129865,701,1.7,3,0
52,212155,448106,835,6.5,1,0
51,37016,362093,743,3.1,1,0
45,76712,666116,589,3.9,2,1
19,47992,472124,624,4.6,3,0
47,30277,285085,640,3.0,2,0
30,28191,927835,711,3.1,0,0
58,126932,74832,805,1.5,2,0
33,86991,420242,642,21.3,2,0
22,157337,107947,803,11.8,0,0
45,50679,213255,848,3.7,0,0
56,58264,673235,652,0.2,2,0
62,41759,159634,649,0.9,0,0
37,41264,141637,651,9.6,2,0
41,26235,2974409,684,13.4,1,1
44,51555,149129,651,0.9,1,0
47,30529,1656830,750,6.6,0,1
62,63904,385477,556,4.9,2,1
44,54285,290726,637,1.8,1,0
43,58256,696225,706,2.9,2,0
24,133930,1288868,749,5.7,3,0
59,47923,176865,850,0.5,0,0
64,77190,294136,576,1.0,0,0
55,167863,871085,627,0.2,2,0
22,107362,557041,498,11.6,3,1
40,97919,1068252,591,4.3,0,1
45,40781,668030,538,3.7,0,1
51,56262,1879618,638,6.1,1,0
32,22226,510359,661,22.3,0,0
49,66128,528315,717,0.9,1,0
43,57796,572276,656,0.7,3,0
65,49713,394750,717,1.7,4,0
48,90791,871934,689,11.7,2,0
36,23749,534791,597,2.7,0,1
26,130733,831132,545,7.9,1,1
46,84209,941848,726,1.1,2,0
68,46986,623287,811,3.4,0,0
56,44835,660910,850,0.7,0,0
21,65405,197153,754,2.7,0,0
20,122089,284849,796,1.5,1,0
46,52102,868659,716,4.0,2,0
69,53445,1381810,704,7.6,1,0
28,49556,93681,688,13.9,1,0
50,142802,280887,671,1.7,3,0
55,39287,450852,728,6.8,2,0
28,48160,218946,638,10.8,2,0
44,117955,229116,668,0.7,3,0
50,53541,646892,585,4.4,4,0
38,96977,1567669,717,4.7,1,0
56,28374,87076,603,1.6,1,0
48,43339,386010,682,0.1,2,0
55,119450,640897,720,1.5,1,0
63,32669,825852,726,4.4,0,0
19,44766,571089,741,1.1,1,0
44,57182,1810515,662,1.7,0,1
53,27078,452763,718,6.2,1,0
28,38242,1263750,641,2.5,2,0
64,52448,263789,522,0.3,1,0
35,50413,463418,722,2.5,0,0
18,105684,167682,703,40.0,2,0
52,123608,909537,761,1.5,4,0
52,29329,401774,677,1.5,1,0
48,52405,589044,551,0.9,0,0
45,73463,344312,672,1.6,2,0
56,121760,707252,750,4.3,1,0
18,75440,608010,718,16.7,4,0
42,58369,199641,668,4.7,3,0
60,73124,209103,546,2.6,2,0
55,73442,432693,597,2.5,1,0
37,28095,749873,718,0.1,2,0
20,55032,1963651,546,0.0,1,1
68,117653,563764,654,8.0,3,0
19,43286,990559,683,3.4,0,0
35,52979,121749,771,0.2,0,0
61,42382,2214117,729,1.7,0,0
27,15000,718232,757,2.2,1,0
22,49630,425200,704,7.6,0,0
26,58751,387799,612,2.8,4,0
19,36044,182451,630,7.8,3,0
51,24519,229342,605,5.0,3,0
55,28901,2039771,727,0.2,2,1
48,77537,200545,624,17.3,0,0
27,160093,197478,648,1.0,2,0
67,112359,252262,681,1.6,3,0
29,21881,169643,811,8.3,4,0
53,81860,447864,732,1.1,3,0
38,32928,1057193,618,2.6,3,0
66,34566,271469,692,10.0,1,0
64,37153,147464,812,5.1,1,0
23,74879,558767,729,1.8,1,0
65,87164,423107,552,5.2,2,0
66,46220,986757,606,8.4,0,1
20,46693,307550,600,2.6,4,0
27,64767,359286,795,4.2,3,0
22,68926,392532,780,22.1,1,0
63,99283,475063,629,16.7,1,0
43,22683,323175,628,3.6,1,0
38,49613,283873,683,0.5,1,0
62,25827,100679,685,6.0,2,0
43,47545,281444,603,1.6,2,0
55,42800,784011,660,5.5,2,0
61,47664,873441,563,2.2,0,0
43,30337,303491,781,6.3,0,0
25,20082,1251168,539,2.3,1,1
22,15000,432369,538,14.2,3,1
32,45310,151709,714,0.7,0,0
33,37850,117959,581,0.4,2,0
18,32677,1172450,639,7.6,4,1
33,108394,328271,685,2.6,0,0
54,29270,167501,734,3.1,0,0
20,114702,72589,662,13.6,0,0
69,129872,322360,822,4.5,0,0
64,15206,611579,679,5.4,0,0
48,51814,253177,775,0.1,0,0
30,38568,190499,702,5.6,3,0
